"Console","GameName","Review","Score"
"PS3","Dead Rising 2 Review","Super","8"
"X360","Dead Rising 2 Review","Super","8"
"X360","F1 2010 Review","Great","7"
"PS3","F1 2010 Review","Great","7"
"PS3","Spider-Man: Shattered Dimensions Review","Great","7"
"PS3","Tumble Review","Super","8"
"PS3","Space Invaders: Infinity Gene Review","Super","8"
"X360","Space Invaders: Infinity Gene Review","Super","8"
"PC","King's Bounty: Crossworlds Review","Super","8"
"PS3","DeathSpank: Thongs of Virtue Review","Great","7"
"X360","Legend of the Guardians: The Owls of Ga'Hoole Review","Very Good","6"
"PS3","Legend of the Guardians: The Owls of Ga'Hoole Review","Very Good","6"
"PS3","Racquet Sports Review","Fair","4"
"WII","The Lord of the Rings: Aragorn's Quest Review","Great","7"
"PC","Mafia II: Jimmy's Vendetta Review","Very Good","6"
"X360","Mafia II: Jimmy's Vendetta Review","Very Good","6"
"PS3","TerRover Review","Bad","3"
"X360","Halo: Reach Review","Excellent","9"
"X360","Plants vs. Zombies Review","Super","8"
"PC","R.U.S.E. Review","Great","7"
"X360","R.U.S.E. Review","Great","7"
"PS3","R.U.S.E. Review","Great","7"
"DS","Professor Layton and the Unwound Future Review","Super","8"
"X360","Tom Clancy's HAWX 2 Review","Great","7"
"PS3","Tom Clancy's HAWX 2 Review","Great","7"
"PS3","EyePet (Move Edition) Review","Very Good","6"
"PC","Mass Effect 2: Lair of the Shadow Broker Review","Super","8"
"X360","Mass Effect 2: Lair of the Shadow Broker Review","Super","8"
"PS3","Castle Crashers Review","Super","8"
"DS","Batman: The Brave and the Bold - The Videogame Review","Great","7"
"X360","Spider-Man: Shattered Dimensions Review","Great","7"
"WII","Batman: The Brave and the Bold - The Videogame Review","Great","7"
"PSP","Valkyria Chronicles II Review","Super","8"
"PS3","NHL 11 Review","Excellent","9"
"X360","NHL 11 Review","Excellent","9"
"WII","NHL Slapshot Review","Super","8"
"PSP","Ace Combat: Joint Assault Review","Great","7"
"PS3","Start the Party Review","Very Good","6"
"PS3","Rugby League Live Review","Fair","4"
"X360","Rugby League Live Review","Fair","4"
"PC","Elemental: War of Magic Review","Fair","4"
"PSP","Kingdom Hearts: Birth by Sleep Review","Great","7"
"PS3","Kung Fu Rider Review","Fair","4"
"PS3","Sports Champions Review","Great","7"
"WII","Ivy the Kiwi? Review","Great","7"
"PC","Razor 2: Hidden Skies Review","Good","5"
"WII","NHL 2K11 Review","Good","5"
"X360","Dead Rising 2: Case Zero Review","Super","8"
"PC","Worms Reloaded Review","Super","8"
"WII","Metroid: Other M Review","Super","8"
"X360","Scott Pilgrim vs. the World Review","Very Good","6"
"X360","Shank Review","Very Good","6"
"PS3","Shank Review","Very Good","6"
"PSP","Ys Seven Review","Great","7"
"PS3","Top Gun Review","Very Good","6"
"PC","Mafia II Review","Super","8"
"PS3","Mafia II Review","Super","8"
"X360","Mafia II Review","Super","8"
"PC","Puzzle Quest 2 Review","Super","8"
"PSP","TNA Impact: Cross The Line Review","Good","5"
"WII","Madden NFL 11 Review","Very Good","6"
"DS","Monster Rancher DS Review","Very Good","6"
"X360","Lara Croft and the Guardian of Light Review","Super","8"
"PC","Victoria II Review","Great","7"
"PS3","Kane & Lynch 2: Dog Days Review","Very Good","6"
"X360","Kane & Lynch 2: Dog Days Review","Very Good","6"
"PC","Kane & Lynch 2: Dog Days Review","Very Good","6"
"PC","Commander: Conquest of the Americas Review","Very Good","6"
"PS3","Scott Pilgrim vs. the World Review","Very Good","6"
"X360","Madden NFL 11 Review","Super","8"
"PS3","Madden NFL 11 Review","Super","8"
"PSP","Gravity Crash Portable Review","Great","7"
"PC","Alter Ego Review","Bad","3"
"PS3","Gravity Crash Review","Super","8"
"PC","Disciples III: Renaissance Review","Good","5"
"X360","Castlevania: Harmony of Despair Review","Great","7"
"PC","Starcraft II: Wings of Liberty Review","Excellent","9"
"X360","Deathsmiles Review","Super","8"
"WII","Little League World Series Baseball Double Play Review","Good","5"
"PSP","Prince of Persia: The Forgotten Sands Review","Very Good","6"
"DS","Despicable Me: Minion Mayhem Review","Very Good","6"
"WII","PokePark Wii: Pikachu's Adventure Review","Good","5"
"PS3","BlazBlue: Continuum Shift Review","Super","8"
"X360","BlazBlue: Continuum Shift Review","Super","8"
"PS3","Clash of the Titans Review","Fair","4"
"X360","Clash of the Titans Review","Fair","4"
"PS3","Catan Review","Great","7"
"X360","Alan Wake: The Signal Review","Great","7"
"X360","Hydro Thunder Hurricane Review","Super","8"
"PS3","Death Track: Resurrection Review","Fair","4"
"PC","Turba Review","Great","7"
"PC","Blacklight: Tango Down Review","Very Good","6"
"DS","Lego Harry Potter: Years 1-4 Review","Super","8"
"PSP","Lego Harry Potter: Years 1-4 Review","Super","8"
"PC","Rhythm Zone Review","Fair","4"
"WII","Dance on Broadway Review","Fair","4"
"PC","Prince of Persia: The Forgotten Sands Review","Great","7"
"X360","Little League World Series Baseball 2010 Review","Good","5"
"PS3","Little League World Series Baseball 2010 Review","Good","5"
"PSP","Shin Megami Tensei: Persona 3 Portable Review","Super","8"
"X360","Deadliest Warrior: The Game Review","Very Good","6"
"X360","DarkStar One: Broken Alliance Review","Great","7"
"PS3","Landit Bandit Review","Good","5"
"X360","Sniper: Ghost Warrior Review","Very Good","6"
"PS3","DeathSpank Review","Super","8"
"X360","DeathSpank Review","Super","8"
"PC","ArmA II: Operation Arrowhead Review","Super","8"
"X360","Blacklight: Tango Down Review","Great","7"
"DS","Dragon Quest IX: Sentinels of the Starry Skies Review","Super","8"
"PC","Dragon Age: Origins - Leliana's Song Review","Great","7"
"X360","Ancients of Ooga Review","Great","7"
"PS3","NCAA Football 11 Review","Super","8"
"PS3","NCAA Football 10 Review","Super","8"
"PS3","International Cricket 2010 Review","Good","5"
"X360","NCAA Football 11 Review","Super","8"
"X360","N3II: Ninety-Nine Nights Review","Bad","3"
"PC","APB Review","Very Good","6"
"PS3","Monkey Island 2 Special Edition: LeChuck's Revenge Review","Super","8"
"X360","Monkey Island 2 Special Edition: LeChuck's Revenge Review","Super","8"
"PC","Monkey Island 2 Special Edition: LeChuck's Revenge Review","Super","8"
"WII","Tournament of Legends Review","Fair","4"
"PC","Sniper: Ghost Warrior Review","Good","5"
"PC","Age of Conan: Rise of the Godslayer Review","Super","8"
"X360","International Cricket 2010 Review","Good","5"
"PS3","Pure Football Review","Fair","4"
"PC","Transformers: War for Cybertron Review","Very Good","6"
"DS","Blue Dragon: Awakened Shadow Review","Great","7"
"DS","Tetris Party Deluxe Review","Great","7"
"WII","Tetris Party Deluxe Review","Great","7"
"DS","Dragon Ball: Origins 2 Review","Good","5"
"X360","Pure Football Review","Fair","4"
"PS3","Singularity Review","Super","8"
"X360","Crackdown 2 Review","Great","7"
"X360","Puzzle Quest 2 Review","Super","8"
"BB","Zombie Infection Review","Fair","4"
"WOS","Wumpus Review","Fair","4"
"PSP","Hot Shots Tennis: Get a Grip Review","Great","7"
"IOS","World Series of Poker Hold'em Legend Review","Excellent","9"
"IOS","The Simpsons Arcade Review","Super","8"
"WINM","Spider-Man Toxic City Review","Great","7"
"PC","Puzzle Agent Review","Very Good","6"
"PC","Making History II: The War of the World Review","Fair","4"
"IOS","Need for Speed Shift Review","Excellent","9"
"IOS","The Sims 3 Review","Super","8"
"AND","Robo Defense Review","Super","8"
"IOS","Ravensword: The Fallen King Review","Super","8"
"IOS","N.O.V.A. - Near Orbit Vanguard Alliance Review","Excellent","9"
"IOS","Minigore Review","Super","8"
"IOS","Metal Gear Solid: Touch Review","Great","7"
"PC","LEGO Harry Potter: Years 1-4 Review","Super","8"
"PS3","Naughty Bear Review","Good","5"
"DS","Jam With the Band Review","Fair","4"
"PC","Singularity Review","Super","8"
"X360","Space Ark Review","Very Good","6"
"PC","Mass Effect 2: Overlord Review","Super","8"
"X360","Mass Effect 2: Overlord Review","Super","8"
"PS3","Tales of Monkey Island Review","Super","8"
"DS","Monster Racers Review","Great","7"
"DS","Puzzle Quest 2 Review","Great","7"
"X360","Naughty Bear Review","Good","5"
"X360","Singularity Review","Super","8"
"PS3","Trinity Universe Review","Great","7"
"X360","Earthworm Jim HD Review","Very Good","6"
"X360","Risk: Factions Review","Very Good","6"
"PS3","LEGO Harry Potter: Years 1-4 Review","Super","8"
"WII","LEGO Harry Potter: Years 1-4 Review","Super","8"
"X360","Transformers: War for Cybertron Review","Very Good","6"
"PS3","Toy Story 3 Review","Great","7"
"X360","Toy Story 3 Review","Great","7"
"PSP","Armored Core: Last Raven Portable Review","Good","5"
"PS3","Green Day: Rock Band Review","Great","7"
"X360","Green Day: Rock Band Review","Great","7"
"WII","Tiger Woods PGA Tour 11 Review","Super","8"
"PS3","Joe Danger Review","Super","8"
"PSP","Metal Gear Solid: Peace Walker Review","Excellent","9"
"PSP","ModNation Racers Review","Super","8"
"X360","Tiger Woods PGA Tour 11 Review","Super","8"
"PS3","Tiger Woods PGA Tour 11 Review","Super","8"
"PC","Plain Sight Review","Super","8"
"PSP","Hexyz Force Review","Great","7"
"PS","Who Wants to Be a Millionaire Second Edition Review","Fair","4"
"PC","The Sims 3: Ambitions Review","Super","8"
"X360","Snoopy Flying Ace Review","Super","8"
"PC","Tom Clancy's Splinter Cell: Conviction - Deniable Ops Insurgency Pack Review","Great","7"
"PS3","Planet Minigolf Review","Great","7"
"X360","Record of Agarest War Review","Great","7"
"PS3","Record of Agarest War Review","Great","7"
"X360","Voodoo Dice Review","Good","5"
"X360","Backbreaker Review","Good","5"
"PS3","Backbreaker Review","Good","5"
"X360","Tom Clancy's Splinter Cell: Conviction - Deniable Ops Insurgency Pack Review","Super","8"
"PC","Runaway: A Twist of Fate Review","Very Good","6"
"X360","Doom II Review","Very Good","6"
"PC","Tropico 3: Absolute Power Review","Super","8"
"PC","Alpha Protocol Review","Very Good","6"
"X360","Alpha Protocol Review","Very Good","6"
"PS3","Alpha Protocol Review","Very Good","6"
"X360","Aqua Review","Good","5"
"X360","Metal Slug XX Review","Very Good","6"
"PC","Blur Review","Super","8"
"X360","UFC 2010 Undisputed Review","Super","8"
"PS3","UFC 2010 Undisputed Review","Super","8"
"PS3","Dark Void Review","Very Good","6"
"PS3","ModNation Racers Review","Super","8"
"WII","Bit.Trip Runner Review","Super","8"
"PC","Guns of Icarus Review","Fair","4"
"X360","Blur Review","Super","8"
"PS3","Blur Review","Super","8"
"PS3","Rocket Knight Review","Super","8"
"PC","Sherlock Holmes: The Mystery of the Persian Carpet Review","Very Good","6"
"X360","Sherlock Holmes vs. Jack the Ripper Review","Very Good","6"
"X360","Zeno Clash: Ultimate Edition Review","Very Good","6"
"WII","Super Mario Galaxy 2 Review","Good","5"
"WII","Sin and Punishment: Successor of the Skies Review","Super","8"
"WII","Prince of Persia: The Forgotten Sands Review","Great","7"
"X360","Things on Wheels Review","Good","5"
"X360","Rocket Knight Review","Super","8"
"PSP","2010 FIFA World Cup South Africa Review","Great","7"
"PS3","Red Dead Redemption Review","Excellent","9"
"X360","Red Dead Redemption Review","Excellent","9"
"DS","Dementium II Review","Super","8"
"PS3","Prince of Persia: The Forgotten Sands Review","Great","7"
"X360","Prince of Persia: The Forgotten Sands Review","Great","7"
"WOS","Word Ace Review","Excellent","9"
"BB","Soul of Darkness Review","Fair","4"
"AND","Jewellust Review","Great","7"
"IOS","Hook Champ Review","Great","7"
"PC","Split/Second Review","Great","7"
"PS3","Split/Second Review","Great","7"
"X360","Split/Second Review","Great","7"
"WII","Sakura Wars: So Long, My Love Review","Great","7"
"X360","Raystorm HD Review","Fair","4"
"IOS","Grand Theft Auto: Chinatown Wars Review","Excellent","9"
"WII","Trauma Team Review","Super","8"
"PSP","Naruto Shippuden: Ultimate Ninja Heroes 3 Review","Good","5"
"X360","Skate 3 Review","Great","7"
"PS3","Skate 3 Review","Great","7"
"PS3","Lead and Gold: Gangs of the Wild West Review","Great","7"
"X360","Lost Planet 2 Review","Good","5"
"PS3","Lost Planet 2 Review","Good","5"
"X360","Iron Man 2 Review","Fair","4"
"PS3","Kick-Ass Review","Fair","4"
"PS3","Hyperballoid HD Review","Good","5"
"X360","Alan Wake Review","Super","8"
"PC","The Whispered World Review","Good","5"
"PS3","Heavy Rain Chronicles Episode 1: The Taxidermist Review","Good","5"
"DS","Picross 3D Review","Super","8"
"PC","Serious Sam HD: The Second Encounter Review","Great","7"
"X360","Tecmo Bowl Throwback Review","Great","7"
"WII","2010 FIFA World Cup South Africa Review","Great","7"
"X360","NIER Review","Good","5"
"PS3","NIER Review","Good","5"
"PS3","Dante's Inferno: Trials of St. Lucia Review","Good","5"
"X360","Left 4 Dead 2: The Passing Review","Great","7"
"PS3","3D Dot Game Heroes Review","Great","7"
"X360","Dead to Rights: Retribution Review","Great","7"
"PS3","Dead to Rights: Retribution Review","Great","7"
"PC","Tom Clancy's Splinter Cell: Conviction Review","Very Good","6"
"X360","Super Street Fighter IV Review","Excellent","9"
"PS3","2010 FIFA World Cup South Africa Review","Super","8"
"X360","2010 FIFA World Cup South Africa Review","Super","8"
"PS3","Super Street Fighter IV Review","Excellent","9"
"WII","Monster Hunter Tri Review","Super","8"
"X360","After Burner Climax Review","Very Good","6"
"PS3","After Burner Climax Review","Very Good","6"
"PC","test Review","Great","7"
"PC","Out of the Park Baseball 11 Review","Great","7"
"PS3","The Secret of Monkey Island: Special Edition Review","Super","8"
"PSP","Fat Princess: Fistful of Cake Review","Very Good","6"
"PC","Beat Hazard Review","Great","7"
"PC","Mount & Blade: Warband Review","Great","7"
"DS","Again Review","Good","5"
"PC","The Misadventures of P.B. Winterbottom Review","Great","7"
"X360","Deadly Premonition Review","Great","7"
"X360","Final Fight: Double Impact Review","Great","7"
"PS3","Final Fight: Double Impact Review","Great","7"
"PC","Grand Theft Auto IV: Episodes from Liberty City Review","Super","8"
"PC","Majesty 2: Kingmaker Review","Very Good","6"
"PC","Lead and Gold: Gangs of the Wild West Review","Great","7"
"DS","Pokemon HeartGold Review","Super","8"
"DS","Pokemon SoulSilver Review","Super","8"
"PC","Prison Break: The Conspiracy Review","Very Bad","2"
"PS3","Prison Break: The Conspiracy Review","Very Bad","2"
"PS3","Grand Theft Auto IV: Episodes from Liberty City Review","Excellent","9"
"X360","Tom Clancy's Splinter Cell: Conviction Review","Super","8"
"PSP","Mimana Iyar Chronicles Review","Fair","4"
"WII","Alice in Wonderland Review","Very Good","6"
"X360","Prison Break: The Conspiracy Review","Very Bad","2"
"DS","Alice in Wonderland Review","Super","8"
"PC","Mass Effect 2: Kasumi - Stolen Memory Review","Very Good","6"
"X360","Mass Effect 2: Kasumi - Stolen Memory Review","Very Good","6"
"WII","Rooms: The Main Building Review","Great","7"
"DS","Shin Megami Tensei: Strange Journey Review","Very Good","6"
"PS3","Mega Man 10 Review","Super","8"
"WII","Mega Man 10 Review","Super","8"
"PC","The Settlers 7: Paths to a Kingdom Review","Great","7"
"PC","Shatter Review","Super","8"
"X360","Mega Man 10 Review","Super","8"
"WII","Fragile Dreams: Farewell Ruins of the Moon Review","Great","7"
"PS3","Section 8 Review","Great","7"
"PS3","Resonance of Fate Review","Super","8"
"X360","Resonance of Fate Review","Super","8"
"PC","Global Agenda Review","Good","5"
"PS3","MotoGP 09/10 Review","Great","7"
"X360","MotoGP 09/10 Review","Great","7"
"WII","Rugby League 3 Review","Very Good","6"
"DS","WarioWare DIY Review","Super","8"
"PC","Major League Baseball 2K10 Review","Good","5"
"PS3","Last Rebellion Review","Bad","3"
"PS3","Just Cause 2 Review","Super","8"
"X360","Just Cause 2 Review","Super","8"
"PSP","Age of Zombies Review","Great","7"
"PC","Just Cause 2 Review","Super","8"
"PS3","Blue Toad Murder Files: The Mysteries of Little Riddle - Episode Three Review","Great","7"
"X360","Supreme Commander 2 Review","Great","7"
"PC","Silent Hunter 5: Battle of the Atlantic Review","Good","5"
"WII","Red Steel 2 Review","Great","7"
"PC","Metro 2033 Review","Super","8"
"DS","Infinite Space Review","Very Good","6"
"X360","Metro 2033 Review","Great","7"
"X360","Perfect Dark Review","Great","7"
"PC","Dragon Age: Origins - Awakening Review","Super","8"
"PC","Warhammer 40,000: Dawn of War II - Chaos Rising Review","Super","8"
"X360","Scrap Metal Review","Very Good","6"
"WII","Calling Review","Bad","3"
"PC","Command & Conquer 4: Tiberian Twilight Review","Great","7"
"X360","Dynasty Warriors: Strikeforce Review","Very Good","6"
"PS3","Dynasty Warriors: Strikeforce Review","Very Good","6"
"PSP","Dynasty Warriors: Strikeforce Review","Very Good","6"
